Name,Stars,Reviewed_Country,Date,Verified,HelpfulVotes,Title,Review
Pawan Kumar,4,India,01-09-2020,FALSE,0,No gaana and hungama,Gave 4 star just becoz... I cudnt link gaana and hungama app for music...
1BHK Flat Boys,3,India,20-07-2019,FALSE,0,Plugged in charging device no inbuilt battery,Echo dot could have been much better if it has inbuilt battery after charging.voice recognisation is very poor.Also it's not portable device to everywhere as it needs continuously plugged in into charging.Very complexion in connectivity.
SANISH,5,India,17-11-2018,FALSE,0,The must have product at home for automation,The product is worth every penny spend. A must have product at home. Will. Recommend 100% to all
Shamli,4,India,16-08-2019,FALSE,0,Overall a good product,The media could not be loaded.  Overall nice product.Can buy if looking for a basic speaker with some fun smart qualities.
Thomas K M,2,India,09-08-2021,FALSE,0,Not upto the mark,"Didn't meet my expectations, poor in AI, only the better is sound clarity."
Prince,3,India,02-01-2019,FALSE,0,Everything is not The Best,"It is good when it comes to home automation and listening skills but when asked to play songs, it cannot play all of them. Only a prime member can enjoy it the best and i am not a prime member."
BHAKTI VIJAY SHUKLA,1,India,14-11-2021,FALSE,0,It is not worth to buy such product,It is not worth to buy this product very difficult to setup and some hidden policies to sell other items like amazon musics etc Difficult to understand
VIKAS SINGH,3,India,04-10-2019,FALSE,0,Good,It was good product but need more improvement.Customer don't want to listen sorry maximum time.
Sangeeta prasad,5,India,20-11-2019,FALSE,0,Go for it,Without any hesitation buy eco dot if you want a friend . But if you want extra information from your home assistant you can prefer Google home mini.
Gnana prakasam,4,India,07-02-2021,FALSE,0,Genuine product WiFi wife,The media could not be loaded.  Good friend in the machineNo fake no commitmentAll ways fell make a happyThank you ( Akashi )AlexaLOv u oooooooooooooo
user,5,India,07-07-2020,FALSE,0,Worth buying,Worth buying if you like to play music . Superb sound quality
Justin PG,4,India,13-06-2019,FALSE,0,Good but could have been better,Mic sensitivity is low because of 5 mica instead of 7 in 2nd gen.for me 2nd gen mic with 3 rd gen speaker would have been ideal
SHAH IFHAM,5,India,27-12-2020,FALSE,0,Best Product Yeah,The media could not be loaded.  I Love This Product And With Smart Bulb Its Awesome 😎 Best Product You Can Buy It Without Any Problem Trust Me You Won't Even Sleep Without Saying Alexa....❤️❤️
VaSu,5,India,13-09-2020,FALSE,0,Echo Dot is very good,Echo Dot is very good and very useful. Have to try many skills. Sound is amazing
Mayank Modi,5,India,06-03-2020,FALSE,0,Nice Device,Best use of the technology. Alexa integration and voice recognition is awesome.
Rakesh Ranjan,5,India,29-10-2019,FALSE,0,Very useful...,Nice product..
R R.,5,India,22-11-2019,FALSE,0,Good product,Sound quality it supper
Arun Kumar Jana,5,India,21-06-2019,FALSE,0,Highly recommended,Awesome product
 R Brahma,5,India,21-01-2019,FALSE,0,Loved it,Value for money great piece of technology Amazon lighting deal price wow 2999/- only
kulwant handa,4,India,25-11-2018,FALSE,0,Good product,Good productBut of lesser useFunction can be done if every thing is on wifi.U may start music from far off places
Santhosh,5,India,05-11-2019,FALSE,0,"Alexa, one entertaining smart AI device",Excellent home entertaining device.. . Have lots of features with smart bulb. I got it in Amazon big festival sale at rs 1999 with wipro wifi enabled smart bulb
Samir,5,India,29-10-2018,FALSE,0,Worthy upgrade,"Upgraded from last year’s smaller dot. This one has significantly higher (and better) sound, more than enough for a small room. Better looking. Feature set mostly unchanged."
Shiva Kumar,4,India,15-12-2019,FALSE,0,Great product,"Sound quality is better than what you expect.integration is very smooth.there are some things to be finetuned regarding setting schedules and reminders,it's reminding in first person"
Sk97,5,India,21-10-2018,FALSE,0,Five Stars,great product. i love alaska the new AI
SAAMANTH,5,India,21-07-2020,FALSE,0,Volume just ok,Volume just ok
HARSHIT SHAH,2,India,11-11-2021,FALSE,0,Alexa is deaf,"While song plays on 50% or above volume, alexa is not able to capture or listen to commands, you have to literally go next to it and shout the command!!!"
Gaurav Shukla,3,India,01-03-2019,FALSE,1,Can't play music from Amazon music APP,"Product is good, but doesn't support Hindi language and can't play music from amazing music APP."
Bhavik Trivedi,5,India,03-01-2022,FALSE,0,Worth it,Nice product
KaushalJain,1,India,01-12-2018,FALSE,1,Return iteam,On5-11-18 Echo Dot Alexa via ID-404-38757515260337cost rs 2999/= supply was request to return in dur course.lt scheduled ID-710839830357 on ft 24-11-18. It is still pending.pl reshudled it.My phone no 7060001925 missed &my other' mob is 7906025257.
Dr.Manoj Bhargava.,5,India,25-01-2019,FALSE,0,Excellent product from Amazon,Good quality speakers . Worth its price . compatible with smart phones..
abhi,5,India,27-11-2021,FALSE,0,Wifi integration,I have this 3rd gen Echo dot.good entertainment...and j have integrated this device with smart ir remote and wifi bulb.both are working well.
Kaushik Parmar,3,India,02-01-2021,FALSE,0,Undoubtedly good,"The product is good no doubt.But However Amazon confused me with pics were there is clock , but unfortunately that is a whole different product."
shiba,4,India,05-10-2019,FALSE,0,Ok,Got it 2499..so far..AI is not that good but ok in it's price
Rajiv Sharma,5,India,16-06-2019,FALSE,0,A must for each one of us.It's something which can be called just apart in the crowd.,Above all!
Sahil Khetrapal,4,India,25-08-2019,FALSE,0,Review - Amazon Echo Dot (3rd Gen.),The sound quality is really good and it is worth the money. Alexa integration is decent and it has Bluetooth as well. Alexa could be made more user friendly.
Neeraj Verma,4,India,20-07-2019,FALSE,0,Alexa,"In volume above 6-7, It difficult to give instructions to Alexa."
Naina Singh,5,India,12-09-2020,FALSE,0,Love Alexa,Love it.
Gaurav,5,India,04-12-2018,FALSE,0,Great product!,"Very much impressed with voice detection quality of device, sound quality is good. i bought it for my daughter and she loves playing with it."
Arunava C.,5,India,29-10-2019,FALSE,0,Buy it...its good,Great product in this price I got. (2499)
Jeevarathinam,5,India,05-07-2019,FALSE,0,Good,"Super, very nice"
Krishna rao,5,India,06-08-2020,FALSE,0,My comments on alexa,Nice sound quality.thanks to Amazon for quick delivery.voice recognition is not good.
Sufiyan,2,India,10-10-2019,FALSE,0,Difficut to link and its complicated,Over all quality is good but i am not able to link my wipro bulb and also not able to link any musicApplication is very slow and complicated
Shravani,5,India,08-03-2019,FALSE,0,Super product.,It’s has become my friend alexa it’s really nice.
Ishan,4,India,06-11-2019,FALSE,0,Nice,Good
밍양,5,India,09-08-2019,FALSE,0,just love it.,charming
Amazon Customer,5,India,19-11-2018,FALSE,0,Not a speaker but a family member..!,"Alexa is so wonderfully designed and also updated time to time that it's no more just a product but a kind of family member.Superb voice quality, excellent understand of commands and great use of latest technology..!Just like Amazon, Alexa is simply amazing..!"
Abhishek Jha,5,India,22-11-2021,FALSE,0,Awesome product but needs improvement on search result,Need to improve voice recognition and search results since it used bing as a search engine... Else everything apart from this is fantastic...
Viral Barot ,1,India,14-10-2019,FALSE,1,Bad voice recognition,Don’t buy this it’s having very bad voice recognition compared to fire stick tv and alexa mobile app.Most of the times it’s not able to find songs which are available.
Vishveshwar,5,India,11-08-2020,FALSE,0,Alexa,Alexa has good sound quality and has nice voice recognition.
neeraj madan,5,India,12-11-2021,FALSE,0,Thanks,For my mother
Priyanshu R.,5,India,13-11-2021,FALSE,0,Sound quality & Control Features,This is very Nice product and sound quality is more better And this device make your home to smart home. With smart devices
Swe,5,India,10-09-2020,FALSE,0,Loving it 😊,Very happy with the product... My 5 yrs kid love to talk with Alexa everyday.
DN,5,India,18-11-2019,FALSE,0,Alexa is working fine,Please cancel the return order... My Alexa is working fine.Thanking you for your help.
Vishal Vyas,5,India,24-06-2019,FALSE,0,Echo dot,Great feature i m in love with Alexa.
RAJAT,5,India,28-10-2020,FALSE,0,Value for money,"Best product in this range. The ""AI"" of echo dot is much better than any other similar products. It also has very loud and clear voice."
Naveen Kumar,5,India,17-11-2018,FALSE,0,Speechless....,"Awesome ...ND mind blowing mic performance than Google mini speaker ND I have 1 echo , 2 echo dot ND so many products...All are great performance ND no maintenance...."
akansha sahay,2,India,07-01-2021,FALSE,0,So so,Software poor
Ananya Sinha,5,India,11-11-2021,FALSE,0,Nice,Nice product worth of money. But I think that the light or the smart plug will be more better than light because it disconnects every time
Amazon Customer,2,India,05-01-2019,FALSE,0,Highly disappointed,"We used echo dot in india but our national language does not include in echo.,not regional language.It is disappoint us.make some changes in it otherwise nobody refer anyone."
Bikram Singh Tanwar,5,India,30-08-2020,FALSE,0,Awesome speaker,Awesome product buy itIf you you are finding a good blurtooth speaker with voice controler then only buy this product
Amazon Customer,1,India,05-10-2019,FALSE,1,Unable to control smart bulbs,Day by it performance is worsen. Unable to change wipro smart buld colors from past two months. Even daily routines not working properly. Poor customer support...
rjk_india,2,India,20-07-2019,FALSE,0,Not impressed,"It is not giving what I am asking for like local news , some Tamil songs, sports news etc."
Dhaval Gohel,5,India,04-02-2021,FALSE,0,Alexa is great device,"This device is very great , this device sound quality is 3D Alexa is very intelligent, speaker is very loud sound quality is quite better than Home theatre 😊"
john babu,5,India,04-01-2022,FALSE,0,Perfect,Very nice. Perfect echo
Priyanjit,2,India,13-01-2019,FALSE,0,Improvement needed,Pls upgrade ur software.. not intelligent enough to handle out of syllabus questions.. also getting more dumb day by day.. not able to play most of hindi songs..
Deepali V,5,India,12-08-2020,FALSE,0,Great,Good one
NARENDRA,4,India,22-06-2019,FALSE,0,Good,Good
Dr K K Chaudhary,1,India,28-08-2019,FALSE,1,Echo dot 3 gen,It's become unresponsive when listening at highVolume.You have to shout to make alexa hear you. I suppose it's microphones are not sensitive enough because we get no such problem on echo plus
Immortal,5,India,12-11-2021,FALSE,0,Awesome speaker,Please go for it it's such a good product under 3000 I don't have word to describe how good is this productI would recommended please go for it
Sk,5,India,20-02-2020,FALSE,0,Alexis should be an alternative name,She is amazing!I love it for the music!
Friday,4,India,06-06-2021,FALSE,0,Portability needs to be more seamless,Sound quality is good. Alexa has to improve alot.
Dolly Mehta,5,India,17-09-2021,FALSE,0,Awesome,The product is as promised. Thank you Amazon for timely delivery.
harish kumar rathi,5,India,24-02-2021,FALSE,0,good gadegt,It should be more portable as 1st gen. option to charge with usb cable.
Shruthi,2,India,17-01-2021,FALSE,0,Voice and Internet issue,I have taken 2 months before. It was fine from 2 months. Now suddenly not recognizing voice and telling not connecting to Voice.No customer care number or no response for any emails.
Irfan,4,India,05-10-2019,FALSE,0,Value for money,Product is good but connecting to speakers is only through jack cable. I feel wire less connection to Bluetooth speaker can be a good options
Dhanak Khan,5,India,27-07-2019,FALSE,0,Alexa,My Alexa wonderful friend
Daya S.,3,India,29-10-2019,FALSE,0,More addition required for kids education,"Everything is fine.But installation is very difficult.More addition is required so that kids education can be helpful, since non- formal education will attract the kids more"
